,solarRadiationHigh,humidityAvg,tempAvg,windspeedAvg,precipRate,precipTotal
2024-10-19 19:34:34,0.0,82,17,0,0.0,8.64
2024-10-19 19:39:59,0.0,83,17,0,0.0,8.64
2024-10-19 19:44:31,0.0,84,17,0,0.0,8.64
2024-10-19 19:48:57,0.0,84,17,0,0.0,8.64
2024-10-19 19:54:34,0.0,84,17,0,0.0,8.64
2024-10-19 19:59:59,0.0,83,17,0,0.0,8.64
2024-10-19 20:04:19,0.0,83,17,0,0.0,8.64
2024-10-19 20:09:50,0.0,82,17,0,0.0,8.64
2024-10-19 20:14:12,0.0,82,17,0,0.0,8.64
2024-10-19 20:19:42,0.0,83,17,0,0.0,8.64
2024-10-19 20:24:03,0.0,83,17,0,0.0,8.64
2024-10-19 20:29:40,0.0,84,17,0,0.0,8.64
2024-10-19 20:34:00,0.0,84,17,0,0.0,8.64
2024-10-19 20:39:26,0.0,85,17,0,0.0,8.64
2024-10-19 20:44:54,0.0,85,17,0,0.0,8.64
2024-10-19 20:49:14,0.0,85,17,0,0.0,8.64
2024-10-19 20:54:43,0.0,85,17,0,0.0,8.64
2024-10-19 20:59:04,0.0,86,17,0,0.0,8.64
2024-10-19 21:04:30,0.0,87,17,0,0.0,8.64
2024-10-19 21:09:59,0.0,87,17,0,0.0,8.64
2024-10-19 21:14:19,0.0,86,18,0,0.0,8.64
2024-10-19 21:19:54,0.0,84,18,0,0.0,8.64
2024-10-19 21:24:14,0.0,85,18,0,0.0,8.64
2024-10-19 21:29:43,0.0,87,17,0,0.0,8.64
2024-10-19 21:34:04,0.0,87,17,0,0.0,8.64
2024-10-19 21:39:29,0.0,88,17,0,0.0,8.64
2024-10-19 21:44:59,0.0,88,17,0,0.0,8.64
2024-10-19 21:49:19,0.0,88,17,0,0.0,8.64
2024-10-19 21:54:49,0.0,88,17,0,0.0,8.64
2024-10-19 21:59:09,0.0,87,17,0,0.0,8.64
2024-10-19 22:04:34,0.0,87,17,0,0.0,8.64
2024-10-19 22:08:59,0.0,88,17,0,0.0,8.64
2024-10-19 22:14:24,0.0,88,17,0,0.0,8.64
2024-10-19 22:19:54,0.0,88,17,0,0.0,8.64
2024-10-19 22:24:14,0.0,88,17,0,0.0,8.64
2024-10-19 22:29:43,0.0,88,17,0,0.0,8.64
2024-10-19 22:34:04,0.0,87,17,0,0.0,8.64
2024-10-19 22:39:30,0.0,87,17,0,0.0,8.64
2024-10-19 22:43:59,0.0,87,17,0,0.0,8.64
2024-10-19 22:49:24,0.0,87,17,0,0.0,8.64
2024-10-19 22:54:54,0.0,87,17,0,0.0,8.64
2024-10-19 22:59:14,0.0,88,17,0,0.0,8.64
2024-10-19 23:04:39,0.0,88,17,0,0.0,8.64
2024-10-19 23:09:04,0.0,88,17,0,0.0,8.64
2024-10-19 23:14:30,0.0,88,17,0,0.0,8.64
2024-10-19 23:19:59,0.0,88,17,0,0.0,8.64
2024-10-19 23:24:19,0.0,88,17,0,0.0,8.64
2024-10-19 23:29:49,0.0,88,17,0,0.0,8.64
2024-10-19 23:34:15,0.0,88,17,0,0.0,8.64
2024-10-19 23:39:40,0.0,88,17,0,0.0,8.64
2024-10-19 23:44:03,0.0,88,17,0,0.0,8.64
2024-10-19 23:49:29,0.0,88,17,0,0.0,8.64
2024-10-19 23:54:58,0.0,87,17,0,0.0,8.64
2024-10-19 23:59:19,0.0,87,17,0,0.0,8.64
2024-10-20 00:04:50,0.0,87,17,0,0.0,0.0
2024-10-20 00:09:14,0.0,87,17,0,0.0,0.0
2024-10-20 00:14:40,0.0,87,17,0,0.0,0.0
2024-10-20 00:19:03,0.0,88,17,0,0.0,0.0
2024-10-20 00:24:29,0.0,88,17,0,0.0,0.0
2024-10-20 00:29:58,0.0,89,17,0,0.0,0.0
2024-10-20 00:34:19,0.0,89,17,0,0.0,0.0
2024-10-20 00:39:45,0.0,89,17,1,0.0,0.0
2024-10-20 00:44:09,0.0,89,17,0,0.0,0.0
2024-10-20 00:49:41,0.0,90,17,0,0.0,0.0
2024-10-20 00:54:12,0.0,90,16,0,0.0,0.0
2024-10-20 00:59:38,0.0,91,16,0,1.27,0.0
2024-10-20 01:03:58,0.0,91,16,0,1.27,0.0
2024-10-20 01:09:35,0.0,92,16,0,1.27,0.0
2024-10-20 01:13:55,0.0,92,16,0,0.0,0.0
2024-10-20 01:19:29,0.0,93,16,0,1.27,0.0
2024-10-20 01:24:54,0.0,93,16,0,1.27,0.0
2024-10-20 01:29:15,0.0,93,16,0,1.27,0.0
2024-10-20 01:34:44,0.0,93,16,0,0.0,0.0
2024-10-20 01:39:05,0.0,93,16,0,1.27,0.25
2024-10-20 01:44:34,0.0,94,16,0,1.27,0.25
2024-10-20 01:48:55,0.0,94,16,1,1.27,0.25
2024-10-20 01:54:23,0.0,94,16,0,0.0,0.25
2024-10-20 01:59:50,0.0,94,16,0,0.0,0.25
2024-10-20 02:04:10,0.0,94,16,1,0.0,0.25
2024-10-20 02:09:40,0.0,94,16,0,1.27,0.51
2024-10-20 02:14:00,0.0,93,16,0,2.54,0.76
2024-10-20 02:19:35,0.0,94,16,1,2.54,1.27
2024-10-20 02:23:55,0.0,94,16,1,3.81,1.27
2024-10-20 02:29:20,0.0,94,16,0,2.54,1.27
2024-10-20 02:34:57,0.0,94,16,1,2.54,1.78
2024-10-20 02:39:17,0.0,94,16,0,1.27,1.78
2024-10-20 02:44:46,0.0,94,16,0,1.27,1.78
2024-10-20 02:49:07,0.0,95,16,1,1.27,1.78
2024-10-20 02:54:36,0.0,95,16,0,2.54,1.78
2024-10-20 02:58:57,0.0,95,16,0,1.27,1.78
2024-10-20 03:04:22,0.0,95,16,1,1.27,2.29
2024-10-20 03:09:52,0.0,95,16,0,1.27,2.29
2024-10-20 03:14:12,0.0,95,15,0,1.27,2.29
2024-10-20 03:19:41,0.0,95,15,0,0.0,2.29
2024-10-20 03:24:02,0.0,95,15,0,0.0,2.29
2024-10-20 03:29:28,0.0,95,15,1,0.0,2.29
2024-10-20 03:34:57,0.0,96,15,0,1.27,2.54
2024-10-20 03:39:17,0.0,96,15,0,1.27,2.54
2024-10-20 03:44:46,0.0,96,15,0,1.27,2.79
2024-10-20 03:49:07,0.0,96,15,0,1.27,2.79
2024-10-20 03:54:36,0.0,96,15,0,1.27,2.79
2024-10-20 03:58:57,0.0,96,15,1,0.0,2.79
2024-10-20 04:04:22,0.0,96,15,0,0.0,2.79
2024-10-20 04:09:52,0.0,96,15,0,1.27,2.79
2024-10-20 04:14:12,0.0,96,15,0,2.54,3.05
2024-10-20 04:19:41,0.0,96,15,0,2.54,3.3
2024-10-20 04:24:02,0.0,96,15,0,2.54,3.81
2024-10-20 04:29:28,0.0,96,15,0,2.54,3.81
2024-10-20 04:34:57,0.0,96,15,0,2.54,3.81
2024-10-20 04:39:17,0.0,96,15,1,2.54,3.81
2024-10-20 04:44:46,0.0,96,15,0,2.54,4.32
2024-10-20 04:49:07,0.0,96,15,1,2.54,4.57
2024-10-20 04:54:36,0.0,96,15,0,1.27,4.57
2024-10-20 04:58:57,0.0,96,15,0,2.54,4.83
2024-10-20 05:04:22,0.0,96,15,0,1.27,4.83
2024-10-20 05:09:52,0.0,94,15,0,1.27,5.08
2024-10-20 05:14:12,0.0,95,15,0,2.54,5.08
2024-10-20 05:19:41,0.0,94,15,0,2.54,5.08
2024-10-20 05:24:02,0.0,95,15,0,1.27,5.08
2024-10-20 05:29:28,0.0,95,15,0,1.27,5.59
2024-10-20 05:34:57,0.0,95,15,0,3.81,5.84
2024-10-20 05:39:17,0.0,96,15,0,3.81,5.84
2024-10-20 05:44:46,0.0,96,15,0,3.81,6.35
2024-10-20 05:49:07,0.0,97,15,0,3.81,6.86
2024-10-20 05:54:36,0.0,96,15,0,3.81,6.86
2024-10-20 05:58:57,0.0,96,15,0,3.81,7.11
2024-10-20 06:04:22,0.0,96,15,0,3.81,7.62
2024-10-20 06:09:52,0.0,96,15,0,3.81,7.87
2024-10-20 06:14:12,0.0,96,15,0,3.81,7.87
2024-10-20 06:19:41,0.0,96,15,0,3.81,8.38
2024-10-20 06:24:02,0.0,97,15,0,2.54,8.38
2024-10-20 06:29:28,0.0,96,16,0,2.54,8.64
2024-10-20 06:34:57,0.0,96,16,0,5.08,9.4
2024-10-20 06:39:17,0.0,96,16,0,6.35,9.65
2024-10-20 06:44:54,0.0,96,15,0,6.35,10.16
2024-10-20 06:49:15,0.0,96,15,0,3.81,10.16
2024-10-20 06:54:44,0.0,96,15,0,6.35,11.18
2024-10-20 06:59:05,0.0,97,15,0,7.87,11.43
2024-10-20 07:04:30,0.0,97,15,0,7.87,11.94
2024-10-20 07:08:55,0.0,97,15,0,6.35,12.45
2024-10-20 07:14:20,0.0,97,15,0,5.08,12.7
2024-10-20 07:19:49,0.0,97,15,0,3.81,12.7
2024-10-20 07:24:10,0.0,97,16,0,2.54,12.7
2024-10-20 07:29:35,0.0,97,16,0,2.54,12.95
2024-10-20 07:33:59,0.0,97,16,0,1.27,12.95
2024-10-20 07:39:25,0.0,97,16,0,1.27,12.95
2024-10-20 07:44:54,0.2,97,16,0,1.27,13.21
2024-10-20 07:49:15,0.4,97,16,0,2.54,13.72
2024-10-20 07:54:44,0.4,97,16,0,2.54,13.72
2024-10-20 07:59:04,0.6,97,16,1,1.27,13.72
2024-10-20 08:04:30,1.1,97,16,0,1.27,13.97
2024-10-20 08:09:59,1.7,97,16,0,2.54,13.97
2024-10-20 08:14:20,1.7,97,16,0,2.54,13.97
2024-10-20 08:19:49,2.5,97,16,0,1.27,13.97
2024-10-20 08:24:16,3.2,97,16,1,1.27,13.97
2024-10-20 08:29:41,3.0,97,16,0,1.27,13.97
2024-10-20 08:34:05,4.5,97,16,0,1.27,14.22
2024-10-20 08:39:30,8.8,97,16,0,1.27,14.22
2024-10-20 08:44:59,8.0,97,16,1,2.54,14.48
2024-10-20 08:49:20,6.9,97,16,0,2.54,14.73
2024-10-20 08:54:49,14.6,97,16,0,3.81,15.49
2024-10-20 08:59:10,14.3,97,16,0,3.81,15.49
2024-10-20 09:04:35,12.1,97,16,0,2.54,15.49
2024-10-20 09:08:59,12.0,97,16,1,2.54,16.0
2024-10-20 09:14:25,13.1,98,16,0,3.81,16.0
2024-10-20 09:19:54,9.8,97,16,1,2.54,16.0
2024-10-20 09:24:15,6.5,98,16,0,2.54,16.51
2024-10-20 09:29:41,8.3,98,16,0,2.54,16.76
2024-10-20 09:34:04,8.0,98,16,1,2.54,17.02
2024-10-20 09:39:30,8.1,98,16,1,5.08,17.53
2024-10-20 09:44:59,10.0,98,16,0,5.08,17.78
2024-10-20 09:49:20,8.8,98,16,1,5.08,18.29
2024-10-20 09:53:53,9.3,96,16,2,3.81,18.29
2024-10-20 09:59:29,6.8,95,16,2,2.54,18.29
2024-10-20 10:04:54,6.5,96,16,1,1.27,18.29
2024-10-20 10:09:18,8.5,95,16,1,1.27,18.29
2024-10-20 10:14:43,8.6,95,16,1,0.0,18.29
2024-10-20 10:19:03,7.9,96,16,1,2.54,18.8
2024-10-20 10:24:38,9.5,95,16,1,5.08,19.3
2024-10-20 10:28:58,15.8,96,16,1,5.08,19.3
2024-10-20 10:34:27,25.0,96,16,2,2.54,19.56
2024-10-20 10:39:52,25.5,95,16,2,1.27,19.56
2024-10-20 10:44:15,18.8,95,16,2,1.27,19.56
2024-10-20 10:49:40,16.2,95,16,3,2.54,20.32
2024-10-20 10:54:00,19.3,96,16,1,2.54,20.32
2024-10-20 10:59:29,20.2,96,16,2,2.54,20.57
2024-10-20 11:04:55,22.3,96,16,2,3.81,21.08
2024-10-20 11:09:19,15.6,96,16,1,5.08,21.08
2024-10-20 11:14:44,14.6,96,16,2,6.35,21.84
2024-10-20 11:19:11,10.3,96,16,3,6.35,22.35
2024-10-20 11:24:45,11.1,96,16,1,5.08,22.35
2024-10-20 11:29:05,9.5,96,16,1,2.54,22.35
2024-10-20 11:34:34,9.8,96,16,1,0.0,22.35
2024-10-20 11:39:01,10.3,96,16,1,0.0,22.35
2024-10-20 11:44:35,8.1,96,16,1,0.0,22.35
2024-10-20 11:48:55,11.0,96,16,1,1.27,22.35
2024-10-20 11:54:20,10.3,96,16,1,1.27,22.35
2024-10-20 11:59:49,9.1,96,16,1,1.27,22.35
2024-10-20 12:04:10,9.1,97,16,0,2.54,23.11
2024-10-20 12:09:39,14.6,96,16,1,2.54,23.11
2024-10-20 12:13:59,13.6,95,16,0,2.54,23.11
2024-10-20 12:19:25,14.3,95,17,0,0.0,23.11
2024-10-20 12:24:54,13.8,95,16,0,0.0,23.11
2024-10-20 12:29:15,13.0,95,16,0,1.27,23.11
2024-10-20 12:34:44,11.0,96,16,0,2.54,23.62
2024-10-20 12:39:04,20.2,96,16,0,2.54,23.62
2024-10-20 12:44:34,18.2,96,16,1,3.81,24.13
2024-10-20 12:49:59,19.7,96,16,1,3.81,24.13
2024-10-20 12:54:20,17.5,96,16,0,2.54,24.13
2024-10-20 12:59:49,32.0,96,16,0,0.0,24.13
2024-10-20 13:04:10,41.9,96,16,1,0.0,24.13
2024-10-20 13:09:39,30.1,95,17,0,0.0,24.13
2024-10-20 13:13:59,26.1,96,17,0,0.0,24.13
2024-10-20 13:19:25,30.7,95,17,1,0.0,24.13
2024-10-20 13:24:54,30.2,94,17,1,0.0,24.13
2024-10-20 13:29:15,29.5,94,17,1,0.0,24.13
2024-10-20 13:34:44,32.2,94,17,0,0.0,24.13
2024-10-20 13:39:21,35.5,94,17,1,0.0,24.13
2024-10-20 13:44:45,33.2,94,17,1,0.0,24.13
2024-10-20 13:49:05,36.7,94,17,1,0.0,24.13
2024-10-20 13:54:30,44.0,94,17,1,0.0,24.13
2024-10-20 13:59:59,57.9,93,17,0,0.0,24.13
2024-10-20 14:04:20,55.7,93,17,1,0.0,24.13
2024-10-20 14:09:49,60.4,93,17,1,0.0,24.13
2024-10-20 14:14:10,48.0,92,17,2,0.0,24.13
2024-10-20 14:19:35,44.7,92,17,2,0.0,24.13
2024-10-20 14:23:59,36.0,91,17,2,0.0,24.13
2024-10-20 14:29:25,31.8,91,17,1,0.0,24.13
2024-10-20 14:34:54,29.7,91,17,1,0.0,24.13
2024-10-20 14:39:15,25.6,91,17,2,0.0,24.13
2024-10-20 14:44:44,23.2,91,17,0,0.0,24.13
2024-10-20 14:49:04,23.0,92,17,1,0.0,24.13
2024-10-20 14:54:31,33.7,92,17,0,0.0,24.13
2024-10-20 14:59:59,44.4,92,17,1,0.0,24.13
2024-10-20 15:04:20,45.2,92,17,0,0.0,24.13
2024-10-20 15:09:49,47.0,91,17,0,0.0,24.13
2024-10-20 15:14:15,45.7,91,17,1,0.0,24.13
2024-10-20 15:19:40,60.2,91,17,1,0.0,24.13
2024-10-20 15:24:04,76.9,91,17,0,0.0,24.13
2024-10-20 15:29:31,98.6,90,17,1,0.0,24.13
2024-10-20 15:34:59,99.4,88,18,1,0.0,24.13
2024-10-20 15:39:20,96.3,88,18,1,0.0,24.13
2024-10-20 15:44:49,92.9,88,18,1,0.0,24.13
2024-10-20 15:49:16,85.9,88,18,1,0.0,24.13
2024-10-20 15:54:41,86.1,88,18,1,0.0,24.13
2024-10-20 15:59:04,90.1,88,18,0,0.0,24.13
2024-10-20 16:04:31,93.0,88,18,0,0.0,24.13
2024-10-20 16:09:59,85.6,89,18,0,0.0,24.13
2024-10-20 16:14:19,76.5,89,18,0,0.0,24.13
2024-10-20 16:19:45,67.0,89,18,0,0.0,24.13
2024-10-20 16:24:15,48.4,87,18,0,0.0,24.13
2024-10-20 16:29:47,53.0,86,18,0,0.0,24.13
2024-10-20 16:34:10,53.7,86,18,0,0.0,24.13
2024-10-20 16:39:35,47.5,85,18,0,0.0,24.13
2024-10-20 16:43:55,40.0,86,19,0,0.0,24.13
2024-10-20 16:49:31,34.0,85,19,0,0.0,24.13
2024-10-20 16:54:55,26.6,84,19,0,0.0,24.13
2024-10-20 16:59:19,24.3,85,18,0,0.0,24.13
2024-10-20 17:04:50,22.1,85,18,0,0.0,24.13
2024-10-20 17:09:10,20.6,86,18,0,0.0,24.13
2024-10-20 17:14:39,16.3,84,18,0,0.0,24.13
2024-10-20 17:19:00,15.8,84,18,0,0.0,24.13
2024-10-20 17:24:35,19.0,84,18,0,0.0,24.13
2024-10-20 17:28:55,18.7,84,18,0,0.0,24.13
2024-10-20 17:34:24,18.2,84,18,0,0.0,24.13
2024-10-20 17:39:50,15.3,84,18,0,0.0,24.13
2024-10-20 17:44:10,15.1,84,18,0,0.0,24.13
2024-10-20 17:49:39,13.6,86,18,0,0.0,24.13
2024-10-20 17:54:00,16.8,88,18,0,0.0,24.13
2024-10-20 17:59:29,17.3,89,18,0,0.0,24.13
2024-10-20 18:04:55,16.6,90,18,0,0.0,24.13
2024-10-20 18:09:15,14.0,89,18,0,0.0,24.13
2024-10-20 18:14:44,11.3,90,18,0,0.0,24.13
2024-10-20 18:19:05,8.0,90,18,0,0.0,24.13
2024-10-20 18:24:34,5.9,90,18,0,0.0,24.13
2024-10-20 18:28:55,4.3,90,18,0,0.0,24.13
2024-10-20 18:34:24,2.5,91,18,0,0.0,24.13
2024-10-20 18:39:50,1.6,92,18,0,0.0,24.13
2024-10-20 18:44:10,0.8,92,18,0,0.0,24.13
2024-10-20 18:49:39,0.3,92,18,0,0.0,24.13
2024-10-20 18:54:00,0.1,92,18,0,0.0,24.13
2024-10-20 18:59:29,0.0,92,17,0,0.0,24.13
2024-10-20 19:04:55,0.0,92,17,0,0.0,24.13
2024-10-20 19:09:15,0.0,92,17,0,0.0,24.13
2024-10-20 19:14:50,0.0,92,17,0,0.0,24.13
2024-10-20 19:19:10,0.0,92,17,0,0.0,24.13
2024-10-20 19:24:39,0.0,92,17,0,0.0,24.13
2024-10-20 19:29:00,0.0,92,17,0,0.0,24.13
2024-10-20 19:34:29,0.0,92,17,0,0.0,24.13
2024-10-20 19:39:55,0.0,92,17,0,0.0,24.13
2024-10-20 19:44:15,0.0,92,17,0,0.0,24.13
2024-10-20 19:49:44,0.0,92,17,0,0.0,24.13
2024-10-20 19:54:05,0.0,92,17,0,0.0,24.13
2024-10-20 19:59:34,0.0,92,17,0,0.0,24.13
2024-10-20 20:03:55,0.0,92,17,0,0.0,24.13
2024-10-20 20:09:20,0.0,92,17,0,0.0,24.13
2024-10-20 20:14:50,0.0,93,17,0,0.0,24.13
2024-10-20 20:19:10,0.0,93,17,0,0.0,24.13
2024-10-20 20:24:39,0.0,93,17,0,0.0,24.13
2024-10-20 20:29:00,0.0,93,17,0,0.0,24.13
2024-10-20 20:34:29,0.0,93,17,0,0.0,24.13
2024-10-20 20:39:55,0.0,93,17,0,0.0,24.13
2024-10-20 20:44:15,0.0,93,17,0,0.0,24.13
2024-10-20 20:49:44,0.0,92,17,0,0.0,24.13
2024-10-20 20:54:05,0.0,93,17,0,0.0,24.13
2024-10-20 20:59:40,0.0,92,17,0,0.0,24.13
2024-10-20 21:04:00,0.0,92,17,0,0.0,24.13
2024-10-20 21:09:25,0.0,92,17,0,0.0,24.13
2024-10-20 21:14:54,0.0,92,17,0,0.0,24.13
2024-10-20 21:19:15,0.0,90,18,0,0.0,24.13
2024-10-20 21:24:44,0.0,90,17,0,0.0,24.13
2024-10-20 21:29:05,0.0,91,17,0,0.0,24.13
2024-10-20 21:34:34,0.0,91,17,0,0.0,24.13
2024-10-20 21:39:59,0.0,92,17,0,0.0,24.13
2024-10-20 21:44:20,0.0,92,17,0,0.0,24.13
2024-10-20 21:49:55,0.0,92,17,0,0.0,24.13
2024-10-20 21:54:15,0.0,92,17,0,0.0,24.13
2024-10-20 21:59:44,0.0,92,17,0,0.0,24.13
2024-10-20 22:04:04,0.0,92,17,0,0.0,24.13
2024-10-20 22:09:31,0.0,91,17,0,0.0,24.13
2024-10-20 22:14:59,0.0,92,17,0,0.0,24.13
2024-10-20 22:19:20,0.0,92,17,0,0.0,24.13
2024-10-20 22:24:49,0.0,92,17,0,0.0,24.13
2024-10-20 22:29:10,0.0,93,17,0,0.0,24.13
2024-10-20 22:34:39,0.0,92,17,0,0.0,24.13
2024-10-20 22:38:59,0.0,92,17,0,0.0,24.13
2024-10-20 22:44:25,0.0,92,17,0,0.0,24.13
2024-10-20 22:49:55,0.0,92,17,0,0.0,24.13
2024-10-20 22:54:15,0.0,92,17,0,0.0,24.13
2024-10-20 22:59:44,0.0,92,17,0,0.0,24.13
2024-10-20 23:04:11,0.0,92,17,0,0.0,24.13
2024-10-20 23:09:35,0.0,93,17,0,0.0,24.13
2024-10-20 23:13:59,0.0,93,17,0,0.0,24.13
2024-10-20 23:19:25,0.0,93,17,0,0.0,24.13
2024-10-20 23:24:54,0.0,92,17,0,0.0,24.13
2024-10-20 23:29:15,0.0,93,17,0,0.0,24.13
2024-10-20 23:34:50,0.0,93,16,0,0.0,24.13
2024-10-20 23:39:10,0.0,94,16,0,0.0,24.13
2024-10-20 23:44:35,0.0,94,16,0,0.0,24.13
2024-10-20 23:48:59,0.0,94,16,0,0.0,24.13
2024-10-20 23:54:25,0.0,94,16,0,0.0,24.13
2024-10-20 23:59:54,0.0,95,16,0,0.0,24.13
2024-10-21 00:04:20,0.0,95,16,0,0.0,0.0
2024-10-21 00:09:45,0.0,95,16,0,0.0,0.0
2024-10-21 00:14:09,0.0,94,16,0,0.0,0.0
2024-10-21 00:19:40,0.0,94,16,0,0.0,0.0
2024-10-21 00:24:04,0.0,95,16,0,0.0,0.0
2024-10-21 00:29:30,0.0,95,16,0,0.0,0.0
2024-10-21 00:34:59,0.0,94,16,0,0.0,0.0
2024-10-21 00:39:19,0.0,94,16,0,0.0,0.0
2024-10-21 00:44:45,0.0,94,16,0,0.0,0.0
2024-10-21 00:49:09,0.0,94,16,0,0.0,0.0
2024-10-21 00:54:35,0.0,94,16,0,0.0,0.0
2024-10-21 00:58:59,0.0,95,16,0,0.0,0.0
2024-10-21 01:04:24,0.0,95,16,0,0.0,0.0
2024-10-21 01:09:50,0.0,95,16,0,0.0,0.0
2024-10-21 01:14:14,0.0,95,16,0,0.0,0.0
2024-10-21 01:19:40,0.0,96,16,0,0.0,0.0
2024-10-21 01:24:04,0.0,96,16,0,0.0,0.0
2024-10-21 01:29:30,0.0,96,16,0,0.0,0.0
2024-10-21 01:34:59,0.0,96,16,0,0.0,0.0
2024-10-21 01:39:19,0.0,96,16,0,0.0,0.0
2024-10-21 01:44:45,0.0,96,16,0,0.0,0.0
2024-10-21 01:49:09,0.0,96,16,0,0.0,0.0
2024-10-21 01:54:47,0.0,96,16,0,0.0,0.0
2024-10-21 01:59:10,0.0,96,16,0,0.0,0.0
2024-10-21 02:04:35,0.0,96,16,0,0.0,0.0
2024-10-21 02:08:55,0.0,96,16,0,0.0,0.0
2024-10-21 02:14:24,0.0,96,16,0,0.0,0.0
2024-10-21 02:19:50,0.0,96,16,0,0.0,0.0
2024-10-21 02:24:14,0.0,95,16,0,0.0,0.0
2024-10-21 02:29:40,0.0,95,16,0,0.0,0.0
2024-10-21 02:34:00,0.0,95,16,0,0.0,0.0
2024-10-21 02:39:30,0.0,95,16,0,0.0,0.0
2024-10-21 02:44:55,0.0,95,15,0,0.0,0.0
2024-10-21 02:49:19,0.0,95,15,0,0.0,0.0
2024-10-21 02:54:45,0.0,95,15,0,0.0,0.0
2024-10-21 02:59:10,0.0,95,15,0,0.0,0.0
2024-10-21 03:04:35,0.0,96,15,0,0.0,0.0
2024-10-21 03:08:55,0.0,96,15,0,0.0,0.0
2024-10-21 03:14:24,0.0,96,15,0,0.0,0.0
2024-10-21 03:19:50,0.0,96,15,0,0.0,0.0
2024-10-21 03:24:14,0.0,96,15,0,0.0,0.0
2024-10-21 03:29:40,0.0,96,15,0,0.0,0.0
2024-10-21 03:34:00,0.0,96,15,0,0.0,0.0
2024-10-21 03:39:30,0.0,96,15,0,0.0,0.0
2024-10-21 03:44:55,0.0,96,15,0,0.0,0.0
2024-10-21 03:49:19,0.0,96,15,0,0.0,0.0
2024-10-21 03:54:45,0.0,96,15,0,0.0,0.0
2024-10-21 03:59:10,0.0,96,15,0,0.0,0.0
2024-10-21 04:04:35,0.0,96,15,0,0.0,0.0
2024-10-21 04:08:55,0.0,96,15,0,0.0,0.0
2024-10-21 04:14:24,0.0,95,15,0,0.0,0.0
2024-10-21 04:19:50,0.0,95,15,1,0.0,0.0
2024-10-21 04:24:14,0.0,96,15,0,0.0,0.0
2024-10-21 04:29:40,0.0,96,15,0,0.0,0.0
2024-10-21 04:34:00,0.0,96,15,0,0.0,0.0
2024-10-21 04:39:30,0.0,96,15,0,0.0,0.0
2024-10-21 04:44:55,0.0,96,15,0,0.0,0.0
2024-10-21 04:49:19,0.0,96,15,0,0.0,0.0
2024-10-21 04:54:45,0.0,96,15,0,0.0,0.0
2024-10-21 04:59:10,0.0,96,15,0,0.0,0.0
2024-10-21 05:04:35,0.0,96,15,0,0.0,0.0
2024-10-21 05:08:55,0.0,96,15,0,0.0,0.0
2024-10-21 05:14:24,0.0,96,15,1,0.0,0.0
2024-10-21 05:19:50,0.0,96,16,0,0.0,0.0
2024-10-21 05:24:14,0.0,96,16,1,0.0,0.0
2024-10-21 05:29:40,0.0,96,16,0,0.0,0.0
2024-10-21 05:34:00,0.0,95,16,1,0.0,0.0
2024-10-21 05:39:30,0.0,96,16,0,0.0,0.0
2024-10-21 05:44:55,0.0,96,16,0,0.0,0.0
2024-10-21 05:49:19,0.0,96,16,0,0.0,0.0
2024-10-21 05:54:57,0.0,96,16,0,0.0,0.0
2024-10-21 05:59:26,0.0,96,16,0,0.0,0.0
2024-10-21 06:04:51,0.0,96,16,0,0.0,0.0
2024-10-21 06:09:11,0.0,96,16,0,0.0,0.0
2024-10-21 06:14:51,0.0,95,16,0,0.0,0.0
2024-10-21 06:19:11,0.0,95,16,0,0.0,0.0
2024-10-21 06:24:39,0.0,95,16,0,0.0,0.0
2024-10-21 06:29:00,0.0,95,15,0,0.0,0.0
2024-10-21 06:34:25,0.0,95,16,0,0.0,0.0
2024-10-21 06:39:55,0.0,95,15,0,0.0,0.0
2024-10-21 06:44:15,0.0,95,16,0,0.0,0.0
2024-10-21 06:49:44,0.0,95,15,0,0.0,0.0
2024-10-21 06:54:05,0.0,96,15,0,0.0,0.0
2024-10-21 06:59:34,0.0,96,15,0,0.0,0.0
2024-10-21 07:04:59,0.0,96,15,0,0.0,0.0
2024-10-21 07:09:20,0.0,96,15,0,0.0,0.0
2024-10-21 07:14:55,0.0,96,15,1,0.0,0.0
2024-10-21 07:19:15,0.0,96,15,0,0.0,0.0
2024-10-21 07:24:44,0.0,96,15,0,0.0,0.0
2024-10-21 07:29:04,0.0,96,16,1,0.0,0.0
2024-10-21 07:34:31,0.1,96,16,1,0.0,0.0
2024-10-21 07:39:59,0.4,96,16,0,0.0,0.0
2024-10-21 07:44:20,0.7,96,16,0,0.0,0.0
2024-10-21 07:49:50,1.2,95,16,1,0.0,0.0
2024-10-21 07:54:10,2.0,95,16,0,0.0,0.0
2024-10-21 07:59:39,3.5,95,16,1,0.0,0.0
2024-10-21 08:03:59,4.8,95,16,0,0.0,0.0
2024-10-21 08:09:25,7.5,95,16,0,0.0,0.0
2024-10-21 08:13:55,10.1,95,16,0,0.0,0.0
2024-10-21 08:19:20,14.1,95,16,0,0.0,0.0
2024-10-21 08:24:50,17.7,94,16,0,0.0,0.0
2024-10-21 08:29:10,19.7,94,16,0,0.0,0.0
2024-10-21 08:34:36,23.1,94,16,0,0.0,0.0
2024-10-21 08:38:59,25.8,94,16,0,0.0,0.0
2024-10-21 08:44:25,32.2,93,16,0,0.0,0.0
2024-10-21 08:49:55,37.0,93,16,0,0.0,0.0
2024-10-21 08:54:15,43.5,93,16,0,0.0,0.0
2024-10-21 08:59:44,44.9,93,16,0,0.0,0.0
