idno,tail,head
"55226121","65183665","65183650"
"55229443","65181787","65181790"
"55227780","65173025","65173024"
"757982613","65174839","834488904"
"891838157","838166278","929080828"
"55230048","65172247","816465163"
"1220137723","65174834","1158000077"
"785012551","852916641","65182323"
"822746435","65182274","879320171"
"999321189","65181991","1008538637"
"888326859","925988175","65172499"
"891815025","540635085","929065984"
"1176423783","1130983605","1130914844"
"55236418","65181813","65181815"
"55230463","65172592","65172593"
"55229235","65181732","65181715"
"55229491","65172682","65172685"
"1220203938","1158042732","65181776"
"584425765","718946815","718977065"
"543258921","595988111","742752731"
"888357233","540635106","926004918"
"55226041","65183723","65183676"
"55228606","65182370","65182358"
"55228762","65182259","65182258"
"55229692","65181696","65181706"
"55229501","65182095","65182098"
"822800259","65174775","879354644"
"55230109","65182060","65181774"
"888360951","65172921","926007065"
"589121937","65172223","742752616"
"589121995","742752733","742752811"
"55439723","65172982","65172974"
"1103462087","1083403184","65174826"
"55228467","65181952","65181958"
"584402137","65174458","718946815"
"55228877","65182262","65182260"
"822745122","838166279","879319342"
"59588347","65174641","540371290"
"55229081","65172799","65172801"
"1220137826","1158000131","1158000069"
"1164953280","65172367","1123616286"
"55228904","65172416","65172414"
"55228320","65181958","65181959"
"1220245269","65172774","1158068457"
"55228980","65172910","65172917"
"55229063","65182255","65182261"
"55228180","65182367","65182326"
"1220138115","1158000288","65183732"
"1220205742","1158043713","65182330"
"55226207","65174780","65174785"
"1220137738","1158000085","65174832"
"55229299","65182097","65182098"
"1204821390","1148273894","65172283"
"1203841299","1147685058","65174811"
"891759631","929031868","749445156"
"55271834","65172644","65172645"
"998930847","540635095","1008312324"
"1220185138","1158030921","65172273"
"592395968","65172867","758594776"
"55236409","65172487","65172502"
"59608783","540632908","65172659"
"1119281754","595858729","1094061928"
"822767463","879333402","65174789"
"825634985","881324304","65172796"
"888356620","926004547","540635101"
"1220246125","1158068960","65181696"
"992771838","65172884","65172883"
"822728715","65182452","879308619"
"55226225","65183635","65183643"
"1202841602","1147078829","65172595"
"822745118","879319341","65182322"
"55229159","65181809","65181702"
"891788939","65181706","929049931"
"822735592","879313126","65172644"
"55229735","65182079","65182093"
"888351901","926001985","65173033"
"55228137","65183243","65183239"
"1215014767","1154634225","1130914843"
"55229479","65172773","65172776"
"55236411","65172236","65172230"
"59619717","65181857","540646817"
"55228007","65183187","65183218"
"55226191","65183644","65183645"
"55227026","65182336","65182320"
"1164954053","1123616773","65172485"
"55236412","65172228","65172232"
"55229550","65181738","65181737"
"55226129","718946816","65174447"
"55228717","65182391","65182380"
"825501398","881237163","849129245"
"1162571031","1122187583","863207280"
"822740801","879316615","65172502"
"891842019","929083244","65181849"
"888436110","879319342","926051439"
"1220290652","1158097294","65181775"
"55225646","65174811","65174802"
"55228704","65181816","65181813"
"763618588","65183663","838166284"
"55225772","65174829","65174832"
"55236453","65172988","65172987"
"55237141","65182294","65182298"
"822727989","879308139","879260492"
"55226430","65174783","65174816"
"1176382125","1130976019","1130959883"
"999887681","925996471","596423919"
"999887684","1008901358","925996471"
"55228738","65172915","65172914"
"824101639","65172508","880247875"
"55229604","65172680","65172676"
"55226928","65181877","65181881"
"55227173","65173004","65173005"
"1203696752","65182216","1147601033"
"592395972","758594756","758594780"
"999000214","1008352936","1008352937"
"1220137742","65174839","1158000087"
"55226689","65174778","65173010"
"1220024933","1157926621","65182214"
"55229410","65172777","65172778"
"55226674","65183636","65181909"
"55227824","65181885","65181883"
"55225755","65174806","65174790"
"55228580","65182391","65182371"
"55228622","65172502","65172506"
"999321189","1008538637","65181991"
"543231444","65183669","595858157"
"822746434","65182279","879320171"
"891962149","879268588","929161663"
"55229784","65182061","65181802"
"1220301698","1158104480","65183184"
"888355778","926004092","65172898"
"55226040","65183741","65183724"
"543237391","65183647","595868424"
"55228031","65172930","65172938"
"822779812","65181779","879341222"
"822651948","838346665","879259264"
"55227341","65181968","65181977"
"55227522","65181895","65181967"
"55228573","65172839","65172836"
"999000208","65183735","1008352934"
"1203696753","1147601033","1008118378"
"1203391943","1008118376","1147407523"
"1220209887","65172491","1158045985"
"55229562","65181737","65181785"
"55228844","65172511","65172793"
"55229396","65181790","65181741"
"1172454410","926007156","1128338546"
"828673174","883411138","65172389"
"55226544","65174821","65174824"
"888355807","838185196","926004105"
"998879053","1008280790","65172432"
"569159352","65171209","644946062"
"55230220","65172314","65172320"
"55228675","65182268","65182259"
"55230440","65172322","65172307"
"55229319","65172392","65172395"
"55226160","65183645","65183663"
"55226851","65173009","65173015"
"1176418189","1130905819","1130905818"
"55236509","65172505","65172508"
"880739073","920127256","758594740"
"55228623","65182273","65182282"
"763613953","65183724","838163555"
"55229665","65172646","65172654"
"55228929","65181811","65181820"
"998930843","880239370","1008312322"
"55227103","65173004","65173008"
"55226901","65182320","65182313"
"824086653","65172815","880238386"
"888333975","65172545","925992153"
"822750723","65172927","879322922"
"888355799","926004101","65172856"
"1215024373","1130914842","65172496"
"55228823","65182378","65182379"
"55228840","65181818","65181822"
"55229354","65182239","65182241"
"822740800","879316615","879304824"
"55236349","65182210","65182091"
"763618581","838166280","838166281"
"55229499","65181807","65181808"
"1220203937","1158042732","838188380"
"55229428","65182217","65182214"
"1220208160","65182305","1158045064"
"55226007","65174798","65174819"
"1220138129","1158000293","65183733"
"1220208413","1008122591","1158045194"
"55228186","65172939","65172963"
"55437644","596423918","65174623"
"55229706","65182064","65182070"
"1119281757","1094061931","540635112"
"55229796","65181697","65181718"
"55235055","65181949","65181946"
"55235079","65182253","65182254"
"55225986","65174644","65174665"
"55229836","65181799","65181800"
"55226840","65173049","65173047"
"55229223","65182376","65182243"
"55229127","65181810","65181809"
"55225921","65174705","65174673"
"55235792","65174623","65174622"
"55235953","65172830","65172832"
"55230206","65172318","65172293"
"55237484","65183732","65183731"
"55228228","65172966","65172973"
"822653739","879260491","65172246"
"55228597","65172502","65172505"
"55229484","65181794","65181790"
"727815599","595856536","813348442"
"55234879","595859728","595859730"
"1176410304","65174644","65174636"
"1218354112","65182382","1156832856"
"55229936","65181721","65181724"
"891810705","65172907","65172908"
"55236463","65172782","65172783"
"1101663361","1082248338","65172935"
"55230017","65172241","65172236"
"55229352","65172778","65172762"
"1176289963","1130905819","65172488"
"55226627","65174816","65174814"
"59608785","65172799","540632908"
"1220208159","1158045064","65182308"
"55226658","65183718","65183716"
"55236408","65172503","65172505"
"568462234","65182070","638565045"
"1103464938","65181881","1083405050"
"822779810","65181725","879341221"
"1220494539","1158227664","1148273894"
"763618580","65183715","838166280"
"1001974965","1010251800","65172238"
"55228906","65182272","65182264"
"589122001","742752733","742752746"
"589122014","742752867","595988112"
"888349206","65172552","926000589"
"55228222","65172843","65172845"
"799404418","863208690","742752733"
"891788937","929049930","65181728"
"888355008","926003636","65183769"
"55228372","65172817","65172813"
"55226929","65181877","65173049"
"763652124","838185200","65181851"
"822750731","65172810","879322925"
"569148205","65172825","642567273"
"55227322","65182332","65182331"
"59928416","65183650","65183648"
"55228172","65181825","65172981"
"1220247375","1158069645","1147089034"
"55228288","65182364","65182290"
"888356623","926004548","65172815"
"55225800","65174666","65174670"
"55228205","65172852","65172851"
"824153088","880280492","65172885"
"55227717","65173020","65173000"
"822800260","879354644","65174777"
"1220196739","65172879","1158038702"
"55229560","65172657","65172654"
"880739075","920127257","65181695"
"55228684","65182395","65182381"
"888361643","65172927","926007480"
"1176289963","65172488","1130905819"
"1215706627","1130914843","1130963393"
"1119281759","1094061932","540635113"
"1202248746","65174796","1146707625"
"1220203938","65181776","1158042732"
"1220208294","1008312324","1158045132"
"1220998927","1158570210","838346667"
"822764623","65181718","879331633"
"888420268","926042149","926042145"
"55225906","65183648","65174845"
"888357232","926004918","65172516"
"55227987","65172961","65172999"
"1220208412","595868411","1158045194"
"1101663372","65172951","1082248344"
"888355807","926004105","838185196"
"55225735","65174834","65174839"
"55226948","65173006","65173008"
"55228824","65182377","65182379"
"543230495","65172789","65181702"
"888356612","926004544","540635104"
"1220302685","1158105011","65172507"
"824088231","880239370","65181959"
"55227524","65172997","65172993"
"55227244","65181896","65181880"
"880739075","65181695","920127257"
"999321188","1008538636","65181994"
"55226429","65174818","65174816"
"55230189","65172320","65172321"
"55225980","65174674","65174673"
"891766469","65182256","929036093"
"891767346","929036662","65182256"
"55234614","65182222","65182218"
"55226537","65174782","65174783"
"824086650","880238385","65172833"
"891767348","65181949","929036663"
"1203841300","65174841","1147685058"
"1220207872","65182312","1158044888"
"1218354111","1156832849","1156832856"
"737477459","65182275","65182272"
"998662930","65174630","1008131865"
"824101179","65172514","880247602"
"55236405","65172526","65172525"
"1220285754","1158094495","1158094533"
"888355784","926004095","65172902"
"55227077","65181900","65181878"
"55226546","65183734","65183733"
"55235959","65172819","65172825"
"55227912","65172983","65173022"
"55227783","65181863","65173025"
"55228066","65172968","65172961"
"1202248707","1146707601","65174674"
"55229079","65172479","65172477"
"55227156","65181976","65181977"
"55228082","65183186","65183184"
"55229281","65181714","65181711"
"55228547","65182392","65182372"
"1220209896","1158045986","65172503"
"55226103","65174781","65174785"
"55228592","65172807","65172808"
"55227514","65173020","65173002"
"1202719311","1146994163","65181925"
"55228210","65182325","65182366"
"998930843","1008312322","880239370"
"906765743","65182331","940146821"
"55225912","65174797","65174798"
"543246303","595888798","595888801"
"55226368","65183642","65183633"
"55229631","65181785","65181789"
"55229667","65172676","65172668"
"55229813","65182096","65182082"
"1220302684","880249054","1158105011"
"55228119","65181959","65181960"
"55230322","65172310","65172311"
"55228679","65172946","65172944"
"822730831","65181990","879310024"
"55228988","65182251","65182254"
"55226748","65173047","65174820"
"55227483","65172891","65172895"
"55229803","65172388","65172646"
"55236469","65172746","65172753"
"55230360","65172616","65172611"
"55229066","65182261","65182271"
"55228531","65182268","65182269"
"568462232","638565045","65182093"
"55226538","65174782","65174778"
"55230403","65172609","65172606"
"1218382383","65182022","1156852212"
"55226584","65183636","65183632"
"822750699","879322911","540635087"
"55229218","65182276","65182215"
"55229234","65172392","65172367"
"55228168","65172495","65172497"
"55228613","65182391","65182362"
"55229531","65182214","65182216"
"55229322","65182218","65182217"
"55227912","65173022","65172983"
"55228102","65172812","65172816"
"825516462","65172653","65172652"
"55225590","65174802","65174793"
"891838158","929080828","926051439"
"998641558","1008118380","65172526"
"543246302","595888801","65172945"
"824086461","880238267","65181876"
"55226208","65174779","65174780"
"998641552","65182199","1008118377"
"999000207","929220610","1008352933"
"55235962","65172822","65172825"
"59611290","65172992","540635088"
"55228981","65172940","65172941"
"822779584","65181862","879341081"
"55237699","806309213","65171207"
"822767464","65174805","879333402"
"569168894","65172869","65172875"
"55228841","65181820","65181818"
"55227135","65181976","65181919"
"55228319","65172810","65172520"
"55229261","65172477","65172361"
"55226181","65174781","65174779"
"822746435","879320171","65182274"
"822649689","879242831","879257731"
"55229342","65182073","65182067"
"55227919","65181892","65181962"
"822750701","879322912","65172988"
"822771770","65181907","65181908"
"55272028","65182311","65182310"
"822767464","879333402","65174805"
"822739801","65172318","879315950"
"59048654","65172236","65172232"
"1220245284","65181698","1158068468"
"1176382127","1130959884","1130909191"
"1220208251","852920088","1158045113"
"55229180","65172661","65172801"
"55228922","65182379","65182382"
"55227513","65173021","65173020"
"822739800","65172619","879315949"
"891841224","929082742","65181835"
"55236410","65172238","65172239"
"1176423783","1130914844","1130983605"
"888333965","65172545","925992148"
"842215606","65183721","892575599"
"55228642","65181948","65181947"
"55228916","65172942","65172940"
"55227614","65181872","65181864"
"55227882","65173018","65173022"
"1220208413","1158045194","1008122591"
"824094670","880243351","65172995"
"55227263","65181914","65181918"
"55235954","65172824","65172806"
"888417164","926040177","926039888"
"55228613","65182362","65182391"
"824094668","880243350","65173001"
"589122035","65172410","742752975"
"59619729","65181821","540646827"
"55228074","65172845","65172847"
"55228159","65181826","65181828"
"55226393","65183660","65183661"
"55229257","65172780","65172787"
"783539064","851876702","65182283"
"888360901","758594740","926007030"
"822731287","879310324","65172753"
"888355009","926003633","926003636"
"59611399","65174651","540635143"
"55228308","65182369","65182367"
"55228425","65172429","65172490"
"55228476","65172809","65172808"
"55228793","65181945","65181946"
"799401671","65182238","863207280"
"822674135","879274175","838188380"
"1176410303","65174641","65174636"
"55226793","65173010","65173007"
"1202717804","1146993285","65182329"
"55227922","65172855","65172816"
"1220290651","838188382","1158097294"
"55228993","65182389","65183156"
"55226247","65174780","65174784"
"998648186","65172996","1008122587"
"891839939","65181740","929081938"
"55227978","65172527","65172854"
"888420268","926042145","926042149"
"822764625","879331634","65181719"
"55227214","65172877","65172876"
"55229221","65182222","65182359"
"1103328462","644946063","1083326278"
"55235715","65174650","65174623"
"55228586","65172507","65172505"
"55228200","65172523","65172522"
"822738682","65172666","879315263"
"55226511","65183656","65183659"
"1218382384","1156852212","65182015"
"999887678","1008901352","1008901356"
"55229220","65182376","65182222"
"888351913","926001991","65173013"
"55228863","65172486","65172484"
"891962149","929161663","879268588"
"822731287","65172753","879310324"
"55226275","65183726","65183735"
"55226484","65183631","65183628"
"55227000","65173008","65173011"
"1220137788","65174832","1158000112"
"55236461","65182386","65182389"
"55229724","65181789","65181784"
"55228255","65172428","65172427"
"1103486875","65181913","1083418926"
"55228816","65172919","65172918"
"543242348","545846349","595868415"
"888360952","926007065","65172914"
"824086658","65172835","880238388"
"1164954052","65172483","1123616773"
"880739072","65181696","920127256"
"1119281764","1094061935","758594750"
"55227264","65182332","65182334"
"888355775","926004086","926004091"
"888355812","65172854","926004107"
"888355026","65183768","926003644"
"825627104","881319295","65181772"
"55229954","65172665","65172648"
"55229915","65172387","65172383"
"55229391","65172778","65172774"
"543232240","595859630","65181828"
"891833011","929077581","540633123"
"55228114","65172961","65172939"
"888326860","925988176","540635106"
"888360891","926007023","65172785"
"55228985","65172416","65172475"
"55229059","65182386","65182385"
"55227413","65173001","65172997"
"543230492","65181701","595856539"
"824094673","65173031","880243352"
"55236406","65172522","65172521"
"55441708","65174805","65174799"
"55228761","65172831","65172830"
"55228917","65172919","65172940"
"55227808","65181962","65181889"
"55229236","65181715","65181714"
"822750719","879322920","65172499"
"55226400","545846351","597410561"
"55229306","65181711","65181703"
"759445624","65174441","835412909"
"55228144","65182289","65182283"
"822794116","879350701","65182380"
"822730827","65181957","879310023"
"1220208295","1158045132","540408209"
"888351896","65173031","926001983"
"1220235345","1158061956","926007483"
"1209615463","1130905822","1151219930"
"584428196","65181852","65181853"
"906765744","940146821","65182317"
"55229599","65182096","65182095"
"55227388","65173013","65173021"
"59611327","540635105","65172809"
"589121936","644946062","718966171"
"1176388298","1130963392","1130914844"
"55227683","65173019","65173026"
"888355801","926004102","65172527"
"825630173","879329487","852920090"
"59607518","540631818","540631817"
"55236404","65172857","65172859"
"1165476916","1123932402","65182323"
"55228119","65181960","65181959"
"868717623","65182075","911731942"
"55271973","835412909","65174436"
"888357374","540635101","926005010"
"589121981","595988113","595988116"
"55228757","65181836","65181822"
"55228797","65182260","65182258"
"55228801","65181820","65181821"
"55229096","65172947","65172949"
"55229355","65182239","65182218"
"891838157","929080828","838166278"
"55230226","65182029","65182028"
"59607513","65172930","540631817"
"55229023","65172950","65172947"
"55235078","65182258","65182256"
"824094664","880243349","879322912"
"824153093","65172902","880280494"
"59611317","540635099","65172841"
"999000211","65183671","1008352935"
"55229443","65181790","65181787"
"783539063","65182270","851876702"
"1220247376","1158069645","65182355"
"543258900","595988112","65172429"
"55229355","65182218","65182239"
"1220193549","1158036488","65172998"
"543237405","595868423","65183663"
"584418569","718966171","65172222"
"822661237","879265696","879265695"
"1119281766","1094061936","758594766"
"55229256","65172949","65172787"
"824153089","65172884","880280492"
"55237141","65182298","65182294"
"55229726","65181802","65181801"
"59609036","540633123","65181962"
"55235055","65181946","65181949"
"55227263","65181918","65181914"
"584402410","65172749","718946975"
"1209615465","1151219931","1130912018"
"55227475","65172865","65172864"
"1176289973","1130905824","65174618"
"822750728","65172519","879322924"
"888356354","926004402","65172489"
"55228675","65182259","65182268"
"822621767","65172220","879238258"
"824093956","65183733","880242946"
"1119381310","65181700","1094121034"
"1001974964","65172243","1010251800"
"892058819","929221967","844664819"
"1176289959","65172438","1130905818"
"822654657","879261126","879261125"
"1220998927","838346667","1158570210"
"824136650","880270369","65182341"
"589122002","742752746","65172410"
"589165166","65181857","749445154"
"891822320","929031867","929070736"
"55229619","65182068","65182066"
"55228671","65172808","65172512"
"824094669","65172998","880243351"
"55229030","65181937","65181924"
"891815024","929065984","65172906"
"55237484","65183731","65183732"
"1220196734","1158038699","65172438"
"888349207","926000589","926000588"
"717637438","806309214","718966170"
"998930844","1008312322","65181957"
"55230323","65172286","65172283"
"727576140","65174841","65174844"
"55228225","65182266","65182270"
"55227107","65181915","65181907"
"543242349","595868415","545846350"
"737743459","820152073","65173022"
"1104756780","1084213998","65182243"
"888356271","926004355","65172523"
"888367125","65172504","926010660"
"999768267","540635118","65172799"
"55236388","65172313","65172316"
"543230497","595856539","595856538"
"1202717701","1146993223","65182324"
"55228206","65172846","65172851"
"822773135","879336929","65181719"
"55228820","65172829","65172806"
"592395961","758594770","758594776"
"1220295633","65181883","1158100640"
"1220359177","1158139973","65183184"
"55228178","65172522","65172526"
"1176423781","1130983604","1130914843"
"822750704","879322913","65172992"
"1220137723","1158000077","65174834"
"55227273","65173003","65173004"
"999887690","1008901360","65174630"
"1220203937","838188380","1158042732"
"589165167","65181860","749445154"
"1176410305","65174643","65174636"
"55236408","65172505","65172503"
"1220203979","1158042759","879274176"
"55227344","65181894","65181914"
"824153094","65172904","880280494"
"1119281755","1094061929","65172551"
"55236033","65172959","65172960"
"55228524","65181827","65181823"
"822735591","65172384","879313126"
"822738154","65181807","879314909"
"785019360","852921520","65181994"
"59607517","65172939","540631818"
"822750724","879322922","65172928"
"1220207871","880255797","1158044888"
"822730827","879310023","65181957"
"55227376","65182330","65182322"
"55236944","65182050","65182026"
"763898887","838346667","65172799"
"717637440","806309215","65171215"
"55227802","65183195","65183194"
"824153093","880280494","65172902"
"822661236","65172276","879265696"
"55230058","65182077","65182075"
"1220137739","65174806","1158000085"
"55226373","65174777","65174776"
